FID_;POINT_X;POINT_Y
;-43.690762999999997;-22.831100899999999
;-43.685763000000001;-22.831100899999999
;-43.680762999999999;-22.831100899999999
;-43.675763000000003;-22.831100899999999
;-43.670763000000001;-22.831100899999999
;-43.660763000000003;-22.831100899999999
;-43.655763000000000;-22.831100899999999
;-43.650762999999998;-22.831100899999999
;-43.645763000000002;-22.831100899999999
;-43.640763000000000;-22.831100899999999
;-43.635762999999997;-22.831100899999999
;-43.630763000000002;-22.831100899999999
;-43.625762999999999;-22.831100899999999
;-43.620762999999997;-22.831100899999999
;-43.615763000000001;-22.831100899999999
;-43.610762999999999;-22.831100899999999
;-43.605763000000003;-22.831100899999999
;-43.600763000000001;-22.831100899999999
;-43.595762999999998;-22.831100899999999
;-43.570762999999999;-22.831100899999999
;-43.565762999999997;-22.831100899999999
;-43.555762999999999;-22.831100899999999
;-43.550763000000003;-22.831100899999999
;-43.545763000000001;-22.831100899999999
;-43.540762999999998;-22.831100899999999
;-43.535763000000003;-22.831100899999999
;-43.530763000000000;-22.831100899999999
;-43.430762999999999;-22.831100899999999
;-43.425763000000003;-22.831100899999999
;-43.420763000000001;-22.831100899999999
;-43.415762999999998;-22.831100899999999
;-43.410763000000003;-22.831100899999999
;-43.405763000000000;-22.831100899999999
;-43.400762999999998;-22.831100899999999
;-43.395763000000002;-22.831100899999999
;-43.390763000000000;-22.831100899999999
;-43.385762999999997;-22.831100899999999
;-43.380763000000002;-22.831100899999999
;-43.375762999999999;-22.831100899999999
;-43.370762999999997;-22.831100899999999
;-43.365763000000001;-22.831100899999999
;-43.360762999999999;-22.831100899999999
;-43.355763000000003;-22.831100899999999
;-43.350763000000001;-22.831100899999999
;-43.345762999999998;-22.831100899999999
;-43.340763000000003;-22.831100899999999
;-43.335763000000000;-22.831100899999999
;-43.330762999999997;-22.831100899999999
;-43.325763000000002;-22.831100899999999
;-43.320762999999999;-22.831100899999999
;-43.315762999999997;-22.831100899999999
;-43.310763000000001;-22.831100899999999
;-43.305762999999999;-22.831100899999999
;-43.300763000000003;-22.831100899999999
;-43.295763000000001;-22.831100899999999
;-43.290762999999998;-22.831100899999999
;-43.285763000000003;-22.831100899999999
;-43.280763000000000;-22.831100899999999
;-43.275762999999998;-22.831100899999999
;-43.270763000000002;-22.831100899999999
;-43.265763000000000;-22.831100899999999
;-43.260762999999997;-22.831100899999999
;-43.255763000000002;-22.831100899999999
;-43.250762999999999;-22.831100899999999
;-43.245762999999997;-22.831100899999999
;-43.240763000000001;-22.831100899999999
;-43.235762999999999;-22.831100899999999
;-43.185763000000001;-22.831100899999999
;-43.180762999999999;-22.831100899999999
;-43.175763000000003;-22.831100899999999
;-43.170763000000001;-22.831100899999999
;-43.865763000000001;-22.836100900000002
;-43.850763000000001;-22.836100900000002
;-43.845762999999998;-22.836100900000002
;-43.825763000000002;-22.836100900000002
;-43.820762999999999;-22.836100900000002
;-43.815762999999997;-22.836100900000002
;-43.810763000000001;-22.836100900000002
;-43.805762999999999;-22.836100900000002
;-43.800763000000003;-22.836100900000002
;-43.795763000000001;-22.836100900000002
;-43.790762999999998;-22.836100900000002
;-43.785763000000003;-22.836100900000002
;-43.780763000000000;-22.836100900000002
;-43.770763000000002;-22.836100900000002
;-43.765763000000000;-22.836100900000002
;-43.760762999999997;-22.836100900000002
;-43.755763000000002;-22.836100900000002
;-43.750762999999999;-22.836100900000002
;-43.735762999999999;-22.836100900000002
;-43.730763000000003;-22.836100900000002
;-43.725763000000001;-22.836100900000002
;-43.720762999999998;-22.836100900000002
;-43.715763000000003;-22.836100900000002
;-43.710763000000000;-22.836100900000002
;-43.705762999999997;-22.836100900000002
;-43.695762999999999;-22.836100900000002
;-43.690762999999997;-22.836100900000002
;-43.685763000000001;-22.836100900000002
;-43.665762999999998;-22.836100900000002
;-43.660763000000003;-22.836100900000002
;-43.655763000000000;-22.836100900000002
;-43.650762999999998;-22.836100900000002
;-43.645763000000002;-22.836100900000002
;-43.640763000000000;-22.836100900000002
;-43.635762999999997;-22.836100900000002
;-43.630763000000002;-22.836100900000002
;-43.625762999999999;-22.836100900000002
;-43.620762999999997;-22.836100900000002
;-43.615763000000001;-22.836100900000002
;-43.610762999999999;-22.836100900000002
;-43.605763000000003;-22.836100900000002
;-43.600763000000001;-22.836100900000002
;-43.570762999999999;-22.836100900000002
;-43.565762999999997;-22.836100900000002
;-43.560763000000001;-22.836100900000002
;-43.555762999999999;-22.836100900000002
;-43.550763000000003;-22.836100900000002
;-43.545763000000001;-22.836100900000002
;-43.540762999999998;-22.836100900000002
;-43.535763000000003;-22.836100900000002
;-43.530763000000000;-22.836100900000002
;-43.525762999999998;-22.836100900000002
;-43.520763000000002;-22.836100900000002
;-43.515763000000000;-22.836100900000002
;-43.510762999999997;-22.836100900000002
;-43.505763000000002;-22.836100900000002
;-43.500762999999999;-22.836100900000002
;-43.480763000000003;-22.836100900000002
;-43.475763000000001;-22.836100900000002
;-43.470762999999998;-22.836100900000002
;-43.465763000000003;-22.836100900000002
;-43.420763000000001;-22.836100900000002
;-43.415762999999998;-22.836100900000002
;-43.410763000000003;-22.836100900000002
;-43.405763000000000;-22.836100900000002
;-43.400762999999998;-22.836100900000002
;-43.395763000000002;-22.836100900000002
;-43.390763000000000;-22.836100900000002
;-43.385762999999997;-22.836100900000002
;-43.380763000000002;-22.836100900000002
;-43.375762999999999;-22.836100900000002
;-43.370762999999997;-22.836100900000002
;-43.365763000000001;-22.836100900000002
;-43.360762999999999;-22.836100900000002
;-43.355763000000003;-22.836100900000002
;-43.350763000000001;-22.836100900000002
;-43.345762999999998;-22.836100900000002
;-43.340763000000003;-22.836100900000002
;-43.335763000000000;-22.836100900000002
;-43.330762999999997;-22.836100900000002
;-43.325763000000002;-22.836100900000002
;-43.320762999999999;-22.836100900000002
;-43.315762999999997;-22.836100900000002
;-43.310763000000001;-22.836100900000002
;-43.305762999999999;-22.836100900000002
;-43.300763000000003;-22.836100900000002
;-43.295763000000001;-22.836100900000002
;-43.290762999999998;-22.836100900000002
;-43.285763000000003;-22.836100900000002
;-43.280763000000000;-22.836100900000002
;-43.275762999999998;-22.836100900000002
;-43.270763000000002;-22.836100900000002
;-43.265763000000000;-22.836100900000002
;-43.260762999999997;-22.836100900000002
;-43.255763000000002;-22.836100900000002
;-43.250762999999999;-22.836100900000002
;-43.245762999999997;-22.836100900000002
;-43.240763000000001;-22.836100900000002
;-43.230763000000003;-22.836100900000002
;-43.865763000000001;-22.841100900000001
;-43.860762999999999;-22.841100900000001
;-43.855763000000003;-22.841100900000001
;-43.850763000000001;-22.841100900000001
;-43.825763000000002;-22.841100900000001
;-43.820762999999999;-22.841100900000001
;-43.815762999999997;-22.841100900000001
;-43.810763000000001;-22.841100900000001
;-43.805762999999999;-22.841100900000001
;-43.800763000000003;-22.841100900000001
;-43.795763000000001;-22.841100900000001
;-43.790762999999998;-22.841100900000001
;-43.785763000000003;-22.841100900000001
;-43.780763000000000;-22.841100900000001
;-43.770763000000002;-22.841100900000001
;-43.765763000000000;-22.841100900000001
;-43.760762999999997;-22.841100900000001
;-43.755763000000002;-22.841100900000001
;-43.740763000000001;-22.841100900000001
;-43.735762999999999;-22.841100900000001
;-43.730763000000003;-22.841100900000001
;-43.725763000000001;-22.841100900000001
;-43.720762999999998;-22.841100900000001
;-43.715763000000003;-22.841100900000001
;-43.710763000000000;-22.841100900000001
;-43.705762999999997;-22.841100900000001
;-43.700763000000002;-22.841100900000001
;-43.695762999999999;-22.841100900000001
;-43.655763000000000;-22.841100900000001
;-43.650762999999998;-22.841100900000001
;-43.645763000000002;-22.841100900000001
;-43.640763000000000;-22.841100900000001
;-43.635762999999997;-22.841100900000001
;-43.630763000000002;-22.841100900000001
;-43.625762999999999;-22.841100900000001
;-43.620762999999997;-22.841100900000001
;-43.615763000000001;-22.841100900000001
;-43.610762999999999;-22.841100900000001
;-43.605763000000003;-22.841100900000001
;-43.600763000000001;-22.841100900000001
;-43.595762999999998;-22.841100900000001
;-43.570762999999999;-22.841100900000001
;-43.565762999999997;-22.841100900000001
;-43.560763000000001;-22.841100900000001
;-43.555762999999999;-22.841100900000001
;-43.550763000000003;-22.841100900000001
;-43.545763000000001;-22.841100900000001
;-43.540762999999998;-22.841100900000001
;-43.535763000000003;-22.841100900000001
;-43.530763000000000;-22.841100900000001
;-43.525762999999998;-22.841100900000001
;-43.520763000000002;-22.841100900000001
;-43.515763000000000;-22.841100900000001
;-43.510762999999997;-22.841100900000001
;-43.505763000000002;-22.841100900000001
;-43.500762999999999;-22.841100900000001
;-43.495762999999997;-22.841100900000001
;-43.490763000000001;-22.841100900000001
;-43.485762999999999;-22.841100900000001
;-43.480763000000003;-22.841100900000001
;-43.475763000000001;-22.841100900000001
;-43.470762999999998;-22.841100900000001
;-43.465763000000003;-22.841100900000001
;-43.425763000000003;-22.841100900000001
;-43.420763000000001;-22.841100900000001
;-43.415762999999998;-22.841100900000001
;-43.410763000000003;-22.841100900000001
;-43.405763000000000;-22.841100900000001
;-43.400762999999998;-22.841100900000001
;-43.395763000000002;-22.841100900000001
;-43.390763000000000;-22.841100900000001
;-43.385762999999997;-22.841100900000001
;-43.380763000000002;-22.841100900000001
;-43.375762999999999;-22.841100900000001
;-43.370762999999997;-22.841100900000001
;-43.365763000000001;-22.841100900000001
;-43.360762999999999;-22.841100900000001
;-43.355763000000003;-22.841100900000001
;-43.350763000000001;-22.841100900000001
;-43.345762999999998;-22.841100900000001
;-43.340763000000003;-22.841100900000001
;-43.335763000000000;-22.841100900000001
;-43.330762999999997;-22.841100900000001
;-43.325763000000002;-22.841100900000001
;-43.320762999999999;-22.841100900000001
;-43.315762999999997;-22.841100900000001
;-43.310763000000001;-22.841100900000001
;-43.305762999999999;-22.841100900000001
;-43.300763000000003;-22.841100900000001
;-43.295763000000001;-22.841100900000001
;-43.290762999999998;-22.841100900000001
;-43.285763000000003;-22.841100900000001
;-43.280763000000000;-22.841100900000001
;-43.275762999999998;-22.841100900000001
;-43.270763000000002;-22.841100900000001
;-43.265763000000000;-22.841100900000001
;-43.260762999999997;-22.841100900000001
;-43.255763000000002;-22.841100900000001
;-43.250762999999999;-22.841100900000001
;-43.245762999999997;-22.841100900000001
;-43.240763000000001;-22.841100900000001
;-43.235762999999999;-22.841100900000001
;-43.230763000000003;-22.841100900000001
;-43.225763000000001;-22.841100900000001
;-43.220762999999998;-22.841100900000001
;-43.860762999999999;-22.846100900000000
;-43.855763000000003;-22.846100900000000
;-43.845762999999998;-22.846100900000000
;-43.840763000000003;-22.846100900000000
;-43.835763000000000;-22.846100900000000
;-43.830762999999997;-22.846100900000000
;-43.825763000000002;-22.846100900000000
;-43.820762999999999;-22.846100900000000
;-43.815762999999997;-22.846100900000000
;-43.810763000000001;-22.846100900000000
;-43.805762999999999;-22.846100900000000
;-43.800763000000003;-22.846100900000000
;-43.795763000000001;-22.846100900000000
;-43.790762999999998;-22.846100900000000
;-43.785763000000003;-22.846100900000000
;-43.780763000000000;-22.846100900000000
;-43.775762999999998;-22.846100900000000
;-43.770763000000002;-22.846100900000000
;-43.765763000000000;-22.846100900000000
;-43.760762999999997;-22.846100900000000
;-43.755763000000002;-22.846100900000000
;-43.750762999999999;-22.846100900000000
;-43.745762999999997;-22.846100900000000
;-43.740763000000001;-22.846100900000000
;-43.725763000000001;-22.846100900000000
;-43.720762999999998;-22.846100900000000
;-43.715763000000003;-22.846100900000000
;-43.710763000000000;-22.846100900000000
;-43.705762999999997;-22.846100900000000
;-43.700763000000002;-22.846100900000000
;-43.655763000000000;-22.846100900000000
;-43.645763000000002;-22.846100900000000
;-43.640763000000000;-22.846100900000000
;-43.635762999999997;-22.846100900000000
;-43.630763000000002;-22.846100900000000
;-43.625762999999999;-22.846100900000000
;-43.620762999999997;-22.846100900000000
;-43.615763000000001;-22.846100900000000
;-43.610762999999999;-22.846100900000000
;-43.605763000000003;-22.846100900000000
;-43.600763000000001;-22.846100900000000
;-43.595762999999998;-22.846100900000000
;-43.590763000000003;-22.846100900000000
;-43.575763000000002;-22.846100900000000
;-43.570762999999999;-22.846100900000000
;-43.565762999999997;-22.846100900000000
;-43.555762999999999;-22.846100900000000
;-43.550763000000003;-22.846100900000000
;-43.545763000000001;-22.846100900000000
;-43.540762999999998;-22.846100900000000
;-43.535763000000003;-22.846100900000000
;-43.530763000000000;-22.846100900000000
;-43.525762999999998;-22.846100900000000
;-43.520763000000002;-22.846100900000000
;-43.515763000000000;-22.846100900000000
;-43.510762999999997;-22.846100900000000
;-43.500762999999999;-22.846100900000000
;-43.490763000000001;-22.846100900000000
;-43.485762999999999;-22.846100900000000
;-43.480763000000003;-22.846100900000000
;-43.475763000000001;-22.846100900000000
;-43.470762999999998;-22.846100900000000
